orden,parte,descripcion,und_prg,t_est,destino,modulo,operario,ruta,f_inicio,h_inicio,f_fin,h_fin,t_total,u_primera,u_segunda,comentario,rendimiento
OTC2049590422,RTC-03BSP-33282,CORTE JGO SABANAS MICRO UNIC TEXTIL DOBLE BLANCO,32,8.06,"5,BASICOS MAYO",11,706,A000-Corte,2022/05/03,13:03,2022/05/03,15:41,128.0,32,,,100.8
OTC2048690422,RTC-05BSP-33365,CORTE PLUMON+FUNDON MICRO UNIC TEXTIL EXTRA DOBLE GRIS CLAR,147,8,"5,BASICOS MAYO",11,420,A000-Corte,2022/05/03,15:42,2022/05/03,16:02,20.0,5,,,100.0
OTC2048690422,RTC-05BSP-33365,CORTE PLUMON+FUNDON MICRO UNIC TEXTIL EXTRA DOBLE GRIS CLAR,147,8,"5,BASICOS MAYO",11,706,A000-Corte,2022/05/03,15:42,2022/05/03,16:02,20.0,5,,,100.0
OTC2048180422,RTC-01BSP-28105,CORTE FORRO PLUMON MICRO UNIC SENCILLO  GRIS CLARO,20,7.2,BASICOS MAYO,14,707,A000-Corte,2022/05/03,14:43,2022/05/03,16:03,80.0,20,,,90.0
OTC2048180422,RTC-01BSP-28105,CORTE FORRO PLUMON MICRO UNIC SENCILLO  GRIS CLARO,20,7.2,BASICOS MAYO,14,616,A000-Corte,2022/05/03,14:43,2022/05/03,16:03,80.0,20,,,90.0
OTC2048690422,RTC-05BSP-33365,CORTE PLUMON+FUNDON MICRO UNIC TEXTIL EXTRA DOBLE GRIS CLAR,147,8,"5,BASICOS MAYO",12,467,A000-Corte,2022/05/03,06:05,2022/05/03,16:29,579.0,142,,,98.1
OTC2048690422,RTC-05BSP-33365,CORTE PLUMON+FUNDON MICRO UNIC TEXTIL EXTRA DOBLE GRIS CLAR,147,8,"5,BASICOS MAYO",12,732,A000-Corte,2022/05/03,06:05,2022/05/03,16:29,579.0,142,,,98.1
OTC2049580422,RTC-02BSP-33281,CORTE JGO SABANAS MICRO UNIC TEXTIL SEMIDOBLE BLANCO,7,8.06,"5,BASICOS MAYO",11,420,A000-Corte,2022/05/03,16:03,2022/05/03,16:31,28.0,7,,,100.8
OTC2049580422,RTC-02BSP-33281,CORTE JGO SABANAS MICRO UNIC TEXTIL SEMIDOBLE BLANCO,7,8.06,"5,BASICOS MAYO",11,706,A000-Corte,2022/05/03,16:03,2022/05/03,16:31,28.0,7,,,100.8
OTC2049890422,RTC-03BSP-32529,CORTE AJUSTABLE 144H UNIC TEXTIL DOBLE BLANCO,61,3.58,"2,BASICOS MAYO",12,467,A000-Corte,2022/05/03,15:20,2022/05/03,16:31,71.0,20,,,50.4
OTC2049890422,RTC-03BSP-32529,CORTE AJUSTABLE 144H UNIC TEXTIL DOBLE BLANCO,61,3.58,"2,BASICOS MAYO",12,732,A000-Corte,2022/05/03,15:20,2022/05/03,16:31,71.0,20,,,50.4
OTC2048940422,RTC-05HOT-21518,CORTE PLUMON 300H RICA ALGODON EXT.DOBLE HOTEL,359,6.29,"5,BASICOS MAYO",13,159,A000-Corte,2022/05/03,06:16,2022/05/03,16:32,571.0,359,,,98.9
OTC2048940422,RTC-05HOT-21518,CORTE PLUMON 300H RICA ALGODON EXT.DOBLE HOTEL,359,6.29,"5,BASICOS MAYO",13,591,A000-Corte,2022/05/03,06:16,2022/05/03,16:32,571.0,359,,,98.9
OTC2048940422,RTC-05HOT-21518,CORTE PLUMON 300H RICA ALGODON EXT.DOBLE HOTEL,359,6.29,"5,BASICOS MAYO",13,662,A000-Corte,2022/05/03,06:16,2022/05/03,16:32,571.0,359,,,98.9
OTC2048940422,RTC-05HOT-21518,CORTE PLUMON 300H RICA ALGODON EXT.DOBLE HOTEL,359,6.29,"5,BASICOS MAYO",13,720,A000-Corte,2022/05/03,06:16,2022/05/03,16:32,571.0,359,,,98.9
OTC2048530422,RTC-A7BSP-27891,CORTE LEVANTADORA+BABUCHAS FLANNEL UNIC S/M ROSA PLATA,114,7.8,"8,BASICOS MAYO",7,267,A000-Corte,2022/05/03,13:09,2022/05/03,16:33,174.0,49,,,109.8
OTC2048530422,RTC-A7BSP-27891,CORTE LEVANTADORA+BABUCHAS FLANNEL UNIC S/M ROSA PLATA,114,7.8,"8,BASICOS MAYO",7,733,A000-Corte,2022/05/03,13:09,2022/05/03,16:33,174.0,49,,,109.8
OTC2043100322,RTC-06OUT-34781,CORTE CUBRELECHO MICRO ESTAM KING CALIFORNIA OUT,53,6.38,LIQ. CUBRELECHO Y PLUMON,4,309,A000-Corte,2022/05/03,18:52,2022/05/03,21:20,148.0,46,,,99.1
OTC2043100322,RTC-06OUT-34781,CORTE CUBRELECHO MICRO ESTAM KING CALIFORNIA OUT,53,6.38,LIQ. CUBRELECHO Y PLUMON,4,691,A000-Corte,2022/05/03,18:52,2022/05/03,21:20,148.0,46,,,99.1
OTC2033560322,RTC-06COM-32514,CORTE PQT FORRO PLUMON 290H ALGODÓN COCONA KING GRIS CLARO,20,11.8,"5,MARZO COCONA",1,134,A000-Corte,2022/05/03,18:57,2022/05/03,21:22,145.0,20,,,81.4
OTC2033560322,RTC-06COM-32514,CORTE PQT FORRO PLUMON 290H ALGODÓN COCONA KING GRIS CLARO,20,11.8,"5,MARZO COCONA",1,672,A000-Corte,2022/05/03,18:57,2022/05/03,21:22,145.0,20,,,81.4
